barcode,product_name,brands,ingredients_text
8901063162518,Mari Gold,Unknown Brand,"refined wheat flour (maida) (73%), sugar, refined palm oil, invert sugar syrup, milk products (milk solids&sweetened condensed partly skimmed milk), raising agents [503(ii) & 500(ii)], iodised salt, minerals**, artificial (<span class=""allergen"">milk</span> & vanilla) & nature identical flavouring substances, emulsifier (472e), dough conditioner (223), vitamins"", colour (150d) and improver (1101(i))"
8904132913325,Choco Vanilla Creme,Independence,"refined wheat flour (maida), sugar, refined palm oil, interesterified vegetable fat, cocoa solids (2.4%), invert sugar syrup, starch, raising agents (503(1), 500(i)) iodised salt, emulsifiers [322(i), 472e), nature identical & artificial flavouring substances-vanilla, 
contains <span class=""allergen"">wheat</span>, <span class=""allergen"">soy</span>. may contain traces of <span class=""allergen"">milk</span>, <span class=""allergen"">nuts</span>"
8906010504496,Dynobite,Olee,"sugar powder, refined wheat flour (maida), hydrogenated vegetable oil (palm), milk solids, cocoa solids (4%), modified starch (ins 1401), edible vegetable oil (palm), dextrose, emulsifier (ins 322, ins 475), raising agent (ins 500(11)), yeast, edible common salt, nature identical flavouring substances (vanilla), flour treatment agent (ins 1101, ins 223)."
8901071705646,Milk Chocolate,Hershey's,"sugar, milk solids (#28%), cocoa solids (#17.7%), cocoa butter, edible vegetable oil (sunflower and palm), emulsifiers (322 (i), 476) and flavour (artificial flavouring substance-vanillin)"
8906065030131,Karachi Biscuits Fruit Almond,Karachi Bakery,"refined wheat, hydrogenated vegetable fat, tooth fruit, sugar, milk"
8902080002344,Gatorade zero sugar lemon lime,Gatorade,"water, acidity regulator (330), mineral salts, sequestrants (452 (385) flavour (natural flavouring substances, preservative 200 sweeteners (955.960 a), stabilizer (445 (iii)), colour (102) contain non-caloric sweeteners tl ade"
8904422710894,Refined Sunflower Oil,Sunrich,"refined sunflower seed oil, antioxidant (ins 319), vitamin a (25 iu per gram), antifoaming agent (ins 900a) & vitamin d (4.5 iu per gram) free from argemone"
8906142775504,Bolas cashews,Bolas,"<span class=""allergen"">cashew</span>"
8904327600917,Unsweetened Peanut Butter Crunchy,Myfitness,roasted peanuts (100%)
8906177761329,Organic High Protein Cow Milk Elaichi,Akshayakalpa Organic,"organic pasteurized skimmed cow milk, organic green elaichi."
8906135191601,Popping Bobba Lychee,Moi Soi,"water, 30% lychee juice, 15% popping bobe (water, sugar, malic acid, citric acid, sodium alginate, potassium sorbate, sodium benzoate, artificial food colour lychee flavour), sugar, citric acid, calcium lactate, xantha gum, trisodium citrate, acesulfame potassium, natural & artificial flavor, allura red ac contains permitted synthetic food colour contains added artificial sweetener (acesulfame potassium)"
8906027948993,Mexican Style Rice,Eat Regal,"water, long grain white rice, red kidney beans, tomato, salsa sauce (tomato, sugar, salt, onion, coriander, capsicum, jalapeno, lemon), sweet corn, bell pepper, refined sunflower oil, garlic, vinegar, salt, jalapeno, dmg (e 471, vegetable), lemon, sugar, silicon dioxide."
8906014082266,Coconut Chutney Powder,Brahmins,"dessicated coconut, black gram, tamarind, chilly powder, salt, curry leaves, rosemary"
8906076133289,protein chips Korean Kimchi,the bakers dozen,"multi grain bend (urad dal, jowar, chickpea,soya protein isolate, tapioca starch, rice bran oil, spices and condiments (red chilli powder, green chilli powder, cumin, caraway seed, ginger, nutmeg, clove, cinnamon) dried vegetable powder (garlic & onion), soya sauce powder, salt, citric acid"
8901262110303,Whey Shake,Amul,"whey protein concentrate, cocoa powder (3%), chocolate vanilla flavor, ins355, beta-galactosidase"
8901262202299,PROTEIN DAHL,Amul,"pasteurised skimmed milk, milk solids, enzyme (beta-galact active culture, probiotic bacterial strain (bifidobacterium lactis - minimum 10 cr *colony forming unit allergen information: contains milk. 'contains naturally occurring sugars'."
8908018251389,Artos Drinking Water,Artos,"treated water, minerals (2.8%) (salts of magnesium, calcium & sodium)"
8901595937035,Ching’s Veg Hakka Noodles,Ching’s Secret,"wheat flour (96%), wheat gluten, salt, edible vegetable oil, acidity regulator (sodium carbonate, sodium carbonate anhydrous, sodium polyphosphate, disodium hydrogen phosphate, tripolyphosphate), emulsifying agents (e452(i), e451(i), e471, e339(iii)), raising agent (sodium pyrophosphate, potassium carbonate, sodium bicarbonate (e500(ii)))"
8903023010815,Vedaka Roasted Chana Whole,Vedaka,roasted chana whole
8906010366834,Town Bus Rice Kodubale,"Town Bus,GRB","rice flour (56%), refined palmolein oil, maida (11%), coconut milk, semolina, green chilli, salt, sesame, cumin, ginger & asafoetida."
8906100881643,Masala Jeera Kashmira,Hajoori,"carbonated water, cane sugar, iodised salt, acidity regulator - citric acid (e330), permitted class ii preservative - sodium benzoate (e211), contains permitted food colour - caramel-iv (e150d), and added natural and nature identical flavouring substances of jeera (cumin) and spices."
8904334114285,Lite Protein Powder,Zeelab,"chromium chloride usp  
pen hydrolysate  
calcium phosphate ip  
selenium dioxide monohydrate ip  
potassium chloride ip  
sodium chloride ip  
phosphorous  
pyndane hydrochloride  
oncobalamin ip  
vitamin d3  
pantothenate  
folic acid  
potassium iodide ip  
excipients  
ammonium iron  
zinc ip  
magnesium sulphate  
copper sulphate"
8904011302844,Gold Milk,Aavin,milk & milk solids
8906126044282,Chocolate Isolate,Who Moved My Protein,"whey protein isolate (grass-fed), cocoa solids, whole milk powder,organic pineapple stem powder (bromelain),organic green papaya powder (papain), monk fruit"
8908006734153,Kunjall Jaggery,Kunjall,concentrated sugarcane juice.
8901552026413,Punjabi Samosa,Ashoka,"samosa: kartoffeln 47%, raffiniertes weizenmehl, wasser, grüne erbsen 8%, raffiniertes sonnenblumenöl, korianderblätter, salz, ingwer, zwiebeln 1,3%, grüne chilischoten, knoblauch, kreuzkümmel, rotes chilipulver, kurkumapulver, gewürze (sesam), 

grünes chutney: wasser, korianderblätter, grüner chill, zucker, geröstete kichererbsen, limettensaft, schwarzes salz."
8908014757502,sambhar,,"tuvar dal (pigeon peas 30%), chana dal (bengal gram urad dal, dry fenugreek seed, coconut (5%), asafoetida, resham pa jaggery, spice mix (cumin, bay leaf, coriander whole, mustard seed tomato, drumsticks, turmeric powder, salt, pumpkin, onion, curry leaves, tamarind, cotton seed oil, water allergen advice: packed in a plant that processes dairy, wheat flour, tree nuts and milk products"
8908024950115,Greenmeat Tikka,Greenmeat,"vegetable protein chunks (water, pea protein isolate, soy protein isolate, dietary fibre, wheat gluten, corn starch, salt, natural flavours), gravy (water, soy curd, ginger, garlic, green chilly, tandoori masala, refined coconut oil, paprika, kashmiri chilli powder, tamarind paste, salt, kasuri methi, black salt, garam powder, mustard oil, coriander powder, cumin powder)."
8905950003465,Bikaneri Bhujia,Bikaji,"dew bean flour (moth flour) (45%), edible vegetable oil (palmolein oil, cottonseed oil), gram flour (9%), ground spices and condiments (lodised salt, red chilli, ginger, black pepper, cardamom, clove, nutmeg)"
8908012271055,Meetha Dahi,Gyan,"milk solids, sugar and lactic culture"
8902756170117,Chicken Chilli Sausages,Godrej,"chicken meat (79.22%), water, onion, soy protein products, salt, wheat fiber, garlic paste, ginger paste, spices & condiments (chilli - 0.36%), starch ( ins 1420), texturizer ns 451(i)), colour fixative (ins 250). hergen advice: contains soy and wheat. may contain egg, milk & nuts."
8908000117044,PARIVAAR PREMIUM LOKWAN WHEAT 10 KG,Unknown Brand,"<span class=""allergen"">wheat</span>"
8908010513126,Curd,Vethaa,pasteurised & homogenized toned curd fat 3.0% s.n.f 9.0% active lactic culture
8901262173223,Butterscotch Bliss,Amul,"<span class=""allergen"">milk solids</span>, sugar, cashew chikki 12% (sugar, cashew pieces, liquid glucose, ghee), e471, e407, e412, e466, e415, artificial flavouring substances (butterscotch), e102"
8906136781856,Extra Virgin Olive Oil,Anveshan,extra virgin olive oil
8901491002561,Dynamita,Doritos,"corn, edible vegetable oil (palmolein, rice bran oil), iodised salt, natural flavouring substances, maltodextrin, spices ,  condiments, sugar, nature identical flavouring substances, flavour enhancers (627, 631), hydrolysed vegetable protein, milk solids, colour (162), wheat fibre, edible vegetable oil (palm, sunflower), colour (124)"
8906131681717,NO0DLES 6.4,Slurrp Farm,"noodles: multigrain flour blend (whole wheat (atta), foxtail millet) (91%), cluster bean powder (natural gum), iodised salt, rosemary. spice mix (6%): spice blend (garlic, onion, coriander, chilli, cumin), iodised salt, unrefined raw sugar, milk solids, corn starch, natural and nature-identical flavouring substances, citric acid (acidity regulator) [ins 330]."
8906080604416,Sparkling Water Mint Mojito,Paper Boat,"carbonated water, sweeteners (968, 955), acidity regulators [(330, 331 (iii)], flavours (nature-identical and natural flavouring substances) and preservative (211)."
8904304338307,Feuilles de moringa séchées,Kilimaa,feuille de moringa oleifera. origine: inde
8901748000852,Garam Masala,Ruchi,"small cardamom, cinnamon, black pepper, cloves, mace, nutmeg, bay leaf, coriander and big cardamom."
8906069612272,Jolliz Namkeen Harissa Chilli Potato Chips,Anand,"potatoes (88%), edible vegetable oil (palmolein), sugar, iodized salt, spices & condiments (chilli powder, fennel powder, coriander), rice flour, dehydrated vegetables powder (garlic powder, onion powder), acidity regulator (ins 330), hydrolyzed vegetable protein (<span class=""allergen"">soya</span>), refined vegetable oil, anticaking agent (ins 551), flavour enhancer (ins 627, ins 631), contains permitted natural colour (e / ins 160c) and added flavour – natural and nature identical flavouring substances."
8907848000006,Toned Milk,Vijaya,"milk & milk solids, vitamin a & vitamin d"
8906016411606,Godrej Jersey Doodh Peda,Godrej Jersey,milk solids & sugar
8904089993159,Total Curd,Heritage,pasteurised toned milk & active lactic cultures made from toned milk (fat 3.0% & snf 8.5%)
8906154670156,Tomato Pickle,Kh Pickle,"tomato pieces, edible common salt, rice bran oil, potable water, tamarind extract, asafoetida spices & condiments (chilli powder fenugreek powder, turmeric powder, mustard seeds) curry leaves, dry chilli, block gram, bengal gram acidity regulator (ins 260, ins 330, antioxidant (ins 319)"
8906136650275,Pintola peanut butter unsweetened,Pintola,"peanuts (85%), whey protein concentrate (european origin) (15%)"
8906046144444,Red Chili Flakes Organic Spices,,red chili flakes
8908019822243,Flavours of Calicut Jackfruit Chips,Flavours of Calicut,"jackfruit, 
coconut oil, 
salt"
8906164162047,watermelon pop,Hoppin',"sugar, liquid glucose, water, acidity regulator (e-330) gelling agent (e-440), sodium citrate, contains permitted natural food colors e 163 (iii), e 141 (ii) and natural flavour substance"
8906553240103,Himalayan Salt,Ali-imdad,"sodium,kalium iodite"
8904089994354,Lite Fit Milk,Heritage,"milk solids (skimmed milk), vitamin a (palmitate) & vitamin d (ergocalciferol)"
8902080001477,Aquafina water,Aquafina,"treated water, minerals (salts of magnesium and calcium)"
8901058847789,Nestle Resource High Protein,Nestle,"whey protein concentrate(45%), skimmed milk powder,(40%), maltodextrin, inulin"
8904494110066,Whole Wheat  Bread,Naturbaked,"<span class=""allergen"">wheat flour</span> (atta 86%), yeast, sugar, wheat gluten, an 1odized salt, edible vegetable oil (rice bran), fermented wheat flour, malt powder, maize starch, processing aids."
8906082580497,Eggs,TANUJ ROSHI POULTRY FARM,"<span class=""allergen"">eggs</span>"
8908010900964,Peanut Butter Crunchy,Pintola,"<span class=""allergen"">peanuts</span> (78%), organic jaggery (12%), whey protein concentrate (european origin) (10%),"
8906043520944,Mirch Powder,Munshi Panna,whole red chill
8906117363033,Corn Flakes,Country Delight,"corn grit (91%), sugar, iodized salt, malt extract, sunflower lecithin & rosemary extract."
8902082805004,Grape Squash,Grandma's,"water, sugar, grape juice, citric acid (e-330) contains permitted class ii preservative e211).(e202) added synthetic flavour (grape) and permitted synthetic food colour (code-e 110, e 122, e 124, e 133)"
8908009059154,Whole Wheat Bread,The Health Factory,"chakki fresh atta (whole wheat flour), yeast, wheat gluten, rice bran oil (edible vegetable oil), cane sugar, iodised salt, cultured wheat flour, cultured sweet potato, cultured glucose."
8906001021063,Milk,,"<span class=""allergen"">milk</span>"
8902027006282,Brown Bread,"Kitty,Bimbo","whole wheat flour (atta) (32.7%), refined wheat flour (maida)(27.3%), yeast, sugar, gluten, wheat bran, iodized salt, edible vegetable oil (refined rice bran oil, refined palmolein oil), preservatives (282, 200) emulsifiers (472e), acidity regulators (341(1), 270, 297), antioxidant (300)"
8906147170700,Teju Mixed Pickle,Teju,"mango, carrot, lemon, green chilli, green tomato, chilli powder, fenugreek, cumin, mustard, split mustard seeds, rice bran oil, salt turmeric powder, hingu, curry leaves, acetic acid, permitted class preservative ins260, ins211"
8901063029422,Jimjam,Britannia,"refined wheat flour (maida), sugar (24%), refined palm oil & interestérified vegetable fat, invert sugar syrup, dextrose, milk products (milk solids & sweetened condensed milk), edible maize starch, maltodextrin, fruit products (0.7%) (apple juice concentrate, banana powder & plum juice concentrate), iodised salt, emulsifiers [322(i) & 471], raising agents [503(ii) & 500(ii)], nature identical and artificial (mixed fruit, vanilla & <span class=""allergen"">butter</span>) flavouring substances, acidity regulators [330 & 331(iii)], gelling agent (440) and colour (122)."
